Account ID,Created By,Date,Subject,Account Name,Last name,Full Comments
0016000001C1wBf,johncascio,13-08-2015,Initial Meeting,"Billingsley Residence, Linda",a,"Met with Linda... They had an entire outdoor entertainment area installed 6 years ago which included, paver patio and walkway, gas fire ring, retaining walls, pillars, steps, and pergola. Everything is slowly starting to give out. The walls are leaning, and the patio is sinking. She is looking to phase in some repairs to her outdoor area, starting with the wall. She would like to re-do the wall in two phases. and she is open to suggestions as to whether or not she should re-use the existing block or use brand new. The block used previously looks to be Versa Lok Mosaic Weathered material. She got a quote from BV for $12.5k. She is not comfortable with them at this point. She just wants it done correctly this time She is sick to her stomach that she even has to consider redoing the entire thing. Stoney Creek Landscaping installed all of her hardscaping in the past. Now, they are nowhere to be found. She said everyone in their neighborhood received work from SCL; so, there may be some good opportunity in this neighborhood. Timing: maybe this fall; possibly spring of 2016 if the price is too high. Budget for phase 1: $12k"
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
0016000001C1sHa,johncascio,11-08-2015,Initial Meeting,"Koller Residence, Lori",a,"Met with Lori.... she and her husband currently live full time in Flemington, NJ. Last year, they bought a house on the lake, and had it demolished. They just recently completed construction of their new home; the home in which they will be retiring to in approximately 3 years. Their goal is to complete all aspects of their retirement home by the time they move in for good. All jobs include: lawn install, steps and walkway install, patio/fire pit, retaining walls, sea walls, redoing planting beds, installing flower garden, and more. Stage one for this fall includes: yard install, and major fall clean-up in the south planting bed. Timing: fall 2015 Budget: $10,000"
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
0016000001C1rzp,johncascio,11-08-2015,Initial Meeting,Seymour Residence,a,"Met with Ethel and her son, Harry. Harry is the main contact for this project. Ethel is in her 90's and has given her son permission to run the show. She currently has a drainage problem I both side yards of her property. Not sure if they the drains are just clogged, or if they are in need of new ones. Regardless, she wants the yard to drain better. she has been having issues with her sump pump backing up, which leads to her garage cement floor getting wet; as well as water running into her kitchen. she just wants it fixed so her kitchen and garage are no longer getting wet. Timing summer 2015 budget: $2500"
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
0016000001C1rnM,johncascio,11-08-2015,Initial Meeting,Stoll Residence,a,"met with Mark and Cassie. they recently had their new home built on shoreline of Conneaut Lake. All construction is done. and would like to have some new landscaping to dress up the home. The two main areas of concentration are the front section around the porch; and the back section around the driveway and main window. They are looking to have something very eye appealing in those two areas; low maintenance; natural looking; include large barn stone for border of the front beds..... not a big fan of mulch; however, they will consider it around front beds if they believe it will make it more appealing. they like maiden grasses and various dwarf grasses. also would like to include seasonal color if possible. other potential work if it falls in their budget includes: planting bed around large tree in front yard; rock bed in side of home; crushed sandstone rock bed on other side of home to create an area to store garbage cans and misc toys Future projects: fire pit/patio area in front yard similar to the one at iriquois club. Timing: Fall 2015 Budget: $8500"
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
0016000000Wd2wn,johncascio,24-07-2015,Initial Meeting,Staples Plaza,a,"met with Joe and his girlfriend/wife. We had this account for three years. At the end of the 3-yr contract, the contract renewal price was double from the original agreement. It was too much for Joe to pull the trigger. C&M landscaping provided the plaza with snow maintenance last year, and Joe received a lot of calls from their tenants about poor winter service. Joe has since lost two tenants in the plaza in the past year; not sure if it is a coincidence or not. Either way, Joe is interested in having Trace put together some winter maintenance numbers for this upcoming year. He is willing to sign a 3-year deal as long as its a number that is manageable. His biggest issue last year was that he got hit hard with additional costs related to having the company pile or remove snow. he wants to get away from that. Timing: fall 2015 Budget: would like to keep winter maintenance under $18k"
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
0016000001BaSyM,johncascio,23-07-2015,Initial Meeting,Scherling Residence,a,"met with steve at his summer cottage in Conneaut lake. he is from Pittsburgh, and visits his cottage almost every weekend in the summer. He has two potential projects that he'd like to see about doing. PROJECT #1: steve is looking to take down the existing planter boxes down; and then have trace rebuild them using a versa-lok Mosaic block. the ones in place are outdated and leaning. wants to do both sides of the porch. PROJECT #2: steve has a rotting, wooden retaining wall between his house and his neighbor;s house that needs taken out. He would like to have trace install a new one in its place. He would like the new one to match the block that will be used in the front of the house. The wall will set right on his property line. He is checking with his neighbor to see if he will allow steve to take out his pavers in order for us to build the new wall. He is also checking with the neighbor about the restoration of the project area. Timing: fall 2015 Budget: $3000 for project #1 /// $4000 for project #2"
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
0016000000hZe1H,johncascio,22-07-2015,Initial Meeting,UCIP,a,"met with patti. She is no longer in the loop when dealing with service providers for outdoor maintenance. Frank is the middle man. Leanne Severo is the executive director who presents everything to the board of directors. Their fiscal year runs July thru June. She's not sure how that affects their maintenance contracts. OBJECTIONS FROM USING US IN THE PAST: 1. performing winter services during program hours of 9-3. we need to be quicker during those hours because of all the traffic. 2. Snow piles blocking passageways 3. having 3 or 4 account managers in the past two years got very confusing for them 4. We only seemed to talk to them when they had issues; OR until it was time to renew the contract; by that time, we had already lost them and they were bidding out the services again."
,,,,,a,
,,,,,a,
0016000001Auva8,johncascio,21-07-2015,Proposal,Christ Episcopal Church,a,met with james. reviewed proposal. we are $5k more than howles. would like to sell us the sandstone to help alleviate the cost. Final decision is coming from erie. ACI is also bidding this project to pour a concrete wall instead of mafia block.
,,,,,a,
0016000000Rg1HI,johncascio,20-07-2015,Proposal,Bazylak Residence,a,met with bob and sandy.reviewed the proposal for wall and drainage. wants to move forward with both projects.
0016000001BYRFe,johncascio,14-07-2015,Proposal,Wilson Residence,a,reviewed the proposal. wants to move forward with the project.
0016000001Asp1z,johncascio,13-07-2015,Proposal,Schopf Residence,a,"met with bill and cean. reviewed proposal. they would like to move forward with the project. However, they would like to add approximately 100 linear feet of paver border around the house in the areas that extend away from the house. Would like them to tie into the other pavers that we will be installing around the borders of the planting beds. ALSO, he may need someone to install approximately 100 linear feet of fence along the edge of his pond. He will need the posts to go into the edge of the pond and down approximately 10' Then he will need to attach the ""rip rap"" to the posts. He already purchased all of the material for this job."
,,,,,a,
0016000000Rg1HI,johncascio,08-07-2015,Concept Verification,Bazylak Residence,a,revisited the site to get some measurements.
0016000000Rg1HI,johncascio,06-07-2015,Initial Meeting,Bazylak Residence,a,"met with Bob and sandy. They have a drainage issue around their lighthouse that needs addressed in order to protect the historic value of the structure. Water is finding its way into through the bottom of the door when it rains. They would like for a company to provide a solution to alleviate this problem. They would also like to compliment the drainage with some minor landscaping around the perimeter of the lighthouse (stone wall, river rock and a few plants). They also have a damaged or failed retaining wall around the back section of their porch that needs some attention. would like to have the wall taken down and then rebuilt using the same stone. However, they would like to have it rebuilt in a manner that will last this time. Timing: summer 2015 Budget: $7k"
,,,,,a,
,,,,,a,
0016000001AuIAw,johncascio,06-07-2015,Proposal,"Bazylak Residence, Bob",a,"reviewed proposal. as long as the diameter of patio is to be 16', they would like to move forward. we are $2k higher than howles for same SOW."
0016000001BYRFe,johncascio,06-07-2015,Initial Meeting,Wilson Residence,a,"met with Kelly and John. Both work at the MMC. they are having a new swimming pool installed; and will need to have a new fence put in around the new pool. Has to be to code. Also, looking to use the fence to extend farther into their yard provide space for their dog to roam around. Basically looking to encompass most of backyard. Looking for simple, sturdy, and eye-appealing at same time. They prefer aluminum fencing. Need to have 2 man gates. Timing: they pool install is to break ground July 15. Then they would be looking to have fence installed immediately after. Budget:$7000"
,,,,,a,
,,,,,a,
0016000000VI3ln,johncascio,03-07-2015,Initial Meeting,Northwest REC,a,"talked with steve. NW REC is looking to have a new fence installed at one of their sub-stations in edinboro, to replace the existing damaged one. They are looking for advice as to whether or not they need to replace the whole thing or not. At minimum, the front 100' section needs replaced. and after looking at the site, the whole thing will eventually need replaced; probably within a year or two. the existing gate is not big enough for some of the equipment they need to get into the site. Also, they would like the gate to be a slide gate as opposed to a swing gate. They would also like to include a 4' man-gate. They are very pleased with the fence we installed at the other end of Crane Road in Edinboro. So, they would like it to resemble that one. Timing: summer 2015 Budget: familiar with our pricing; to reflect the pricing of the other one we installed. Looking for quality fence, so they don't have to do this again."
,,,,,a,
,,,,,a,
0016000001AumJc,johncascio,02-07-2015,Proposal,State Farm David Kwiat,a,reviewed proposal. definitely more than he anticipated. still considering doing the job. got other quotes for less than half our quote. wants to review the details of the other quotes to see why such a discrepancy.
0016000001AuZ5y,johncascio,02-07-2015,Proposal,McCrillis Residence,a,met with bruce and reviewed the proposal. a little more than he wanted to spend. Would like the weekend to think things over. will touch base next week. he likes the design and style of paver.
0016000001AvKkC,johncascio,01-07-2015,Concept Verification,"Hyland Residence, Robin",a,"reviewed the scope of work; and then prioritized the list. then pictures and measurements for all of the work. They will be leaving for florida next week. So, most of the ongoing correspondence will be thru email and phone."
0016000001AvdER,johncascio,30-06-2015,Initial Meeting,"Thomas Residence, Matt",a,"met with matt. he works at ainesworth and sees our trucks all of the time. He is looking to clean up the landscape around his home. just wants it to look a bit neater. also, looking to have a small patio installed on the side of his home; which is mainly going to be used as a grilling area. he's not liking the existing cinder block patio. doesn't the flagstone walkway either. will be looking to replace the walkway in the future. Timing: summer 2015 Budget: $6k"
,,,,,a,
,,,,,a,
0016000001AtlKU,johncascio,30-06-2015,Proposal,"Miller Residence, Joe",a,met and reviewed proposal. would like to move forward with project.
0016000001AuWnK,johncascio,29-06-2015,Concept Verification,"Reynolds Residence, Ken",a,"talked to ken. He found somebody to take away the mound for no cost, to use as backfill. wants to hold off on everything until he sees what happens with the mound."
0016000001AumSn,johncascio,29-06-2015,Concept Verification,"Stark Residence, Nadine",a,"talked to Nadine. Daughter decided to take over the maintenance. but, she Appreciates our effort to try and fit it in our schedule..."
0016000001AvKkC,johncascio,26-06-2015,Initial Meeting,"Hyland Residence, Robin",a,"met with Kurt Luft & Robin. Kurt is a real estate investor. His two primary homes are in Maui and florida. His home in espyvile is a spring vacation home for him and Robin. They are currently using a local company to maintain their property, but feel they are not receiving the services they are paying for. They are told they get mowed every week: However, they have been at their home for two weeks now, and no one has showed up to mow. They would like to find a more trusting company to work with. Right now they have a few small projects they would like done, as well as their weekly maintenance. MAINTENANCE: mowing and trimming as needed; spring clean-up to include, weeding beds, pruning all shrubs & bushes; edging all walks and driveway; monthly weeding of beds; fall clean-up to include cleaning out all beds and pruning. PROJECT #1: cut down pine and remove stump, add river rock to back bed and portion front bed, add red mulch to portion of front bed, prune larger shrubs that home owner couldn't get to. PROJECT #2: Install new vinyl fence to replace existing wood fence. Timing: immediately for maintenance and project #1. Budget: $300/month X 7.... $1500 for project #1"
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
0016000001Auva8,johncascio,26-06-2015,Initial Meeting,Christ Episcopal Church,a,"talked with jim. Last year we put together an estimate to rebuild their existing sandstone wall. They have decided they would like something different than sandstone. They were thinking about concrete. However, they are open to suggestions. Their main concern is that they want a solution that will last a long time, and will withstand the weather change our area encounters. Timing: trying to get it approved through the board to have it done this year (2015) Budget: $15,000"
,,,,,a,
,,,,,a,
0016000001AumSn,johncascio,25-06-2015,Initial Meeting,"Stark Residence, Nadine",a,"Nadine is looking for someone to take over the mowing service at her property in CL. her husband has always done it. But, he was recently diagnosed with cancer, and can no longer do it. So, now she needs someone to come in and do an initial clean-up mowing; and then continue with seasonal mowing. Timing: immediately summer 2015 Budget: $50 per mow."
,,,,,a,
,,,,,a,
0016000001AumJc,johncascio,25-06-2015,Initial Meeting,State Farm David Kwiat,a,"met with dave. looking to have new beds installed around the sign and corner of building. looking for low maintenance, but eye-popping. in business in Greenville for 15 years. lives in neshannock. has younger daughter and son. coaches 7&8 year old baseball team. timing: summer 2015 budget: $1500"
,,,,,a,
,,,,,a,
,,,,,a,
0016000001Asp1z,johncascio,24-06-2015,Concept Verification,Schopf Residence,a,"met with Bill in my office. reviewed a hand-drawn,detailed sketch of the changes he made to the SOW that he would like done on his project. has reduced the amount of paver space for the patio; also added the linear feet in which he needs border pavers for. also added a little space where river rock bed needs to be added."
0016000001AuZ5y,johncascio,23-06-2015,Initial Meeting,McCrillis Residence,a,met with bruce... looking to have concrete walkway in back of home removed; and then have paver walkway/patio installed in its place. would like to reduce the size of patio at first entrance; and then expand patio at far end (large enough to hold grill). nothing extravagant; but would like it to compliment the 1830 style home. timing: summer 2015 budget: $8000
,,,,,a,
,,,,,a,
0016000001AuWnK,johncascio,22-06-2015,Initial Meeting,"Reynolds Residence, Ken",a,"met with ken and louise... They are looking to have some minor work done on their property. Someone recently bought the lot next to them; and they have a rock mound planting bed in their own front yards that extends 3'-4' into the newly purchased lot. They also have two drain pipes that extend 2' into the same lot. The new owner of the lot wants them to clear everything off her property. SO, ken and louise would like to reshape the bed and cut back the drain pipes so it all lies on their own property. They would also like to fix the drainage issue around the driveway; tie it into existing catch-basin, which ties into drainage that needs cut back. Ken is also to a point in his life where he has hard time cutting the grass himself. so, he would like to see what our mowing maintenance package would cost him. They have used other landscapers in previous years, and had bad experiences. Timiing: no hurry on the project work. Mowing needs done sooner than later. Budget: project ($1500); mow ($50 per time)"
,,,,,a,
,,,,,a,
,,,,,a,
0016000001AuIAw,johncascio,18-06-2015,Initial Meeting,"Bazylak Residence, Bob",a,"Met with Bob and Kristen. They are both teachers and have the summer off. Kristen teaches at Conneaut lake elementary, and bob teaches 5th grade at Meadville. They live right next door to bob's dad; and would like to have a circular patio and fire pit installed in his dad's back yard. They would like it to like very similar to the one we installed at the Iriquois Club. They would like to run a gas line from the back porch to the fire pit. Timing: summer 2015 Budget: $6k"
,,,,,a,
,,,,,a,
0016000001AsoZm,johncascio,17-06-2015,Proposal,Reed Residence,a,reviewed updated proposal. want to move forward with project.
0016000001AtlKU,johncascio,16-06-2015,Initial Meeting,"Miller Residence, Joe",a,"met with Joe and his wife. They have a planting bed island in the front of their house that they would like to re-do completely. Looking to remove all plants and all mulch. Would like to keep all the large stones. Struggles/concerns: 1. they want to be able to see the large stones from the road and the front porch; 2. the mulch has build up over the years and would like the bed to be at ground level; 3. the existing rhody's and plants no longer produce flowers; and they would like to ad color to the new & improved bed; 4. Joe takes a lot of pride in his grass, and wants to make sure we restore the yard to the way it is now; 5. He wants a solution that will keep grass from growing into his planting bed (likes the black edging). Timing: summer 2015 Budget: $4k-$5k"
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
0016000001Atl6P,johncascio,16-06-2015,Initial Meeting,"Martin Residence, Jim",a,"met with Jim and Jan. They are the parents of Karen Walters, who referred them to me. They are looking to have a flagstone patio installed in the area where they used to have an above-ground swimming pool. They would like it to be circular shape with a 15'-diameter. They don't want anything fancy; just an area where they can sit and enjoy sitting around their fire ring that they have. Timing: summer 2015 budget: $4k"
,,,,,a,
,,,,,a,
,,,,,a,
0016000000riH6l,johncascio,12-06-2015,Proposal,"Walters Residence, Karen",a,"reviewed the proposal and new design with Karen. its a little more than she wants to spend. However, she still likes it and wants to think about how much of the project she wants done immediately. she is also considering doing an elongated gazebo as opposed to a squared octagon gazebo. needs a few more days to think about it. as it sits now, she is about $4-$5k over her initial budget; which doesn't seem like an issue at this point."
,,,,,a,
0016000001AsoZm,johncascio,11-06-2015,Proposal,Reed Residence,a,reviewed the proposal with joann and ed. The number doesn't scare them at this point. Thought everything was done very professionally. had a few questions regarding the plants; also want to be sure the slope of the walkway will direct the water away from the porch. they are very comfortable with everything... only thing that may hold them back is the timing of when we can get in to do it. want to discuss it with each other over the weekend; and they will call me on Monday.
,,,,,a,
,,,,,a,
0016000001AQlM9,johncascio,11-06-2015,Proposal,"McCune Residence, Sam",a,$4k... good to go
0016000001AQbwy,johncascio,10-06-2015,Proposal,Greenlee Residence,a,"only issue at this point is timing of when the fence can be installed. If it can be done within a few weeks, he wants to move forward."
0016000001Asp1z,johncascio,09-06-2015,Initial Meeting,Schopf Residence,a,"met with Cean and John.... looking to have a new walkway/patio installed in the side portion of the their home. They considered concrete; however, they had such a bad experience with the concrete guy on the install of their driveway, they have decide to go the route of pavers. there is no flow to getting around their home and they would like to be able to get to their back porch without having to tramp through the yard. Also, they would like it to be level for when they need to haul large stuff from the basement to the driveway (ex. refrigerator/couches, etc...). ALSO, they would like a paver stone border around the planting beds of their home. They would like to include a small landing at the base of both sets of steps. Timing: summer 2015 Budget: $9k for phase #1 patio/walk/// $5k for phase #2 border"
,,,,,a,
,,,,,a,
,,,,,a,
0016000001AQlM9,johncascio,09-06-2015,Proposal,"McCune Residence, Sam",a,budget changed from $5k to $4k. had some other issues on property that needed addressed.
0016000001Asq4A,johncascio,09-06-2015,Initial Meeting,Kantz Residence,a,"Met with Gary. He recently had his driveway re-blacktopped; and now he has about a 6"" drop-off the whole way around his driveway. He is looking to have someone come in and add topsoil and grass seed to alleviate the drop-off. He hurt his ankle, and is going to be having surgery on it in the winter; so, he cant do the work himself. Timing: spring 2015 budget: few hundred dollars."
,,,,,a,
,,,,,a,
0016000001AsoZm,johncascio,08-06-2015,Initial Meeting,Reed Residence,a,"Met with Joann and Ed. they are looking to have existing walkway replaced with new paver walkway. They currently get a lot of puddles of water on their walk when it rains. They also don't like the slope of the turf and how there is no escape for the water from the walkway when it rains. Also, they would like to remove existing shrubs in bed next to driveway and replace with new, smaller plants that are deer resistant. They would like to use river rock in bed to replace mulch. Timing: summer 2015 Budget: $5000"
,,,,,a,
,,,,,a,
0016000001As8rD,johncascio,04-06-2015,Initial Meeting,Cima Residence,a,"Met with Joseph and Evelyn Hollabaugh. They own a home near Cochranton, PA. They inherited it from her parents who passed away. Joe and Evelyn live in North Carolina, and only visit this area a couple of time a year. They are getting too old to make the trip, as well as too old to maintain the property. They have decided to get the place fixed up in order to sell it. They would like to dress the outside up a bit, for better curb appeal. Timing, Summer 2015 budget: $1500"
,,,,,a,
,,,,,a,
0016000001As9Mu,johncascio,03-06-2015,Initial Meeting,Stover Residence,a,"Talked to Darren Stover, the son of Nancy Stover. Darren is looking to have someone mow his mother's lawn. Neighbor kid used to mow the grass with Nancy's equipment. However, the mower tends to break down all the time, and is getting to costly. He would like to find someone reliable and affordable to cut her grass. Timing: Spring 2015 Budget: $90/mow"
,,,,,a,
,,,,,a,
00160000011EWzO,johncascio,29-05-2015,Initial Meeting,"Hay, Residence",a,"Met with Jason. They are looking to get phase 2 of their wall project underway. SOW: Installing new wall above the wall we did last year, as well as the wall on the opposite side of the driveway. Also would like to look at options in re-doing the steps in the front. Jason is open at possibly re-shaping the wall, allowing him to expand their driveway. Timing: Summer 2015 Budget: $25k"
,,,,,a,
,,,,,a,
,,,,,a,
0016000001APpjl,johncascio,28-05-2015,Initial Meeting,Barnard Residence,a,"met with dale. discussed the details of the concrete driveway project, as well as the drainage project. Curtis walked the property with dale to discuss the fine details. Timing: spring and summer of 2015"
,,,,,a,
0016000001Ancdf,johncascio,28-05-2015,Initial Meeting,Naenze Residence,a,Brian owns a camp in Cochranton. would like routine mowing services. visits the camp regularly in summer. Mowing and trimming only Timing: immediately Budget: $40-50 per mow.
,,,,,a,
,,,,,a,
,,,,,a,
0016000001A27DY,johncascio,27-05-2015,Initial Meeting,Pennsylvania Historical & Museum Commission,a,"met with Bryan. he introduced me to his boss, Melissa Mann, Melissa is looking for someone that can work with them on payment methods, but more importantly, someone who can work with their fiscal dilemma. They currently have a ""use it or lose it"" scenario with funds available now, but more to come July 1 (their new fiscal year). They need to spend the money prior to June 10; and the initial phase of work needs to be completed by July 1."
0016000001AQuJr,johncascio,27-05-2015,Initial Meeting,Hemminger Residence,a,"met with Janet and Danny. had a new home recently built. Now the turf is left in rough grade. Would llike to have a nice yard immediately. Used to having beautiful lawn, and its driving her crazy looking at her dirt/rock yard. She was referred by lisa callen. looking for quality work over cost. However, she doesn't want to break the bank. Timing: Spring 2015 budget: $6000"
,,,,,a,
,,,,,a,
,,,,,a,
0016000001AQlM9,johncascio,27-05-2015,Initial Meeting,"McCune Residence, Sam",a,met with Sam. he has an area on his property that he would like to turn into yard space with grass. he is having trouble getting grass to grom in the far section of his yard. would like to see if we can get grass to grow. Timing: spring 2015 budget: $5k
,,,,,a,
,,,,,a,
0016000001A3Hbj,johncascio,27-05-2015,Proposal,Morrison Residence,a,"reviewed proposal... its a little out of her budget.. would like to remove some of the SOW to try to get it to a manageable number; if we can get it around $11k, she is ready to move forward. Removing the back section SOW to see where that brings the final cost..."
0016000001AQbwy,johncascio,26-05-2015,Initial Meeting,Greenlee Residence,a,talked to Tammy and Floyd. looking to install approximately 24 linear feet of vinyl privacy fence. looking for a little privacy from neighbors. he has the area marked off already; just needs someone to install a quality fence. he trusts we can help; we actually installed his chain link fence in the past and has had no issues with it. Timing: spring 2015 Budget: $1500
,,,,,a,
,,,,,a,
0016000001A27DY,johncascio,21-05-2015,Proposal,Pennsylvania Historical & Museum Commission,a,"reviewed landscaping proposal... likes everything. However, a drainage issue needs to be added to the SOW. Depending on the cost, they may want to add it to the existing proposal."
0016000000hK7il,johncascio,18-05-2015,Initial Meeting,Knowles Residence,a,"met with Greg... looking to have some work done on his peoperty: Splitting and replanting hostas, removing a few hostats, fertilizing the row of rhody's, plantings, fluufing the mulch and adding some where necessary, spray front bed for weeds, trim burning bush, remove debris from existing front beds. since we've done work for him on a consistent basis, he would llike to work on a time-and-material basis for the maintenance aspect of the job. the plant removal and new plantings can be priced up front. timing: spring 2015 budget: $5k."
,,,,,a,
,,,,,a,
,,,,,a,
0016000001APpjl,johncascio,15-05-2015,Initial Meeting,Barnard Residence,a,"met with Karen and Dale... originally met dale at the MAFCU Golf outing with Dick Lockwood. Dale just retired May 1st. looking to have new beds and plantings installed in front of house; river rock applied to remaining beds around house; remove rhody's and pine shrubs in front of house; upper section of concrete driveway needs re-done.... also, looking to alleviate flooding in back section of yard. Timing: Spring 2015 Budget: $4k for the new beds"
,,,,,a,
,,,,,a,
,,,,,a,
0016000000sTZCx,johncascio,12-05-2015,Initial Meeting,Adzima Residence,a,"Landscaping, mulching, plantings, shrub removal"
0016000000oCJMB,johncascio,12-05-2015,Proposal,Honeywell,a,"talked to elana. reviewed the proposal and removed a few services and applications to try and get cost down. we are almost 45% higher in cost compared to all other bids. Elana is still going to try and get it pushed thru. Also, they are doing a one-year contact because they are going to change the contract and bidding process this fall. They have had too many issues with service providers across the country and decided that changes need to happen. They will consider 3-yr contracts starting this coming winter."
0016000001A1lEg,johncascio,12-05-2015,Proposal,"Nelson Residence, Bill",a,"met with bill and his wife. they like everything and would like to move forward with the project.... $14,790.00."
0016000000riH6l,johncascio,07-05-2015,Initial Meeting,"Walters Residence, Karen",a,"Met with Karen. Karen is a widow, and has a 3 yr old son, RJ. she is looking to improve her outdoor living area. wants an area to entertain people; wants an area with shade, also wants to remove her porch and concrete walkway. and replace with pavers. She is looking to include the following items in her backyard: patio, walkway, sitting walls, pergola with roof, belvedere bench, steps. If it gets too costly, whe would consider a new porch as opposed to all paver patio. it get extremely hot and sunny in back yard, so, a shaded area is very important. Also, dies not want to move the play set; not does she want anything to obstruct her view of the play set. Timing: spring/summer 2015 Budget: $20k"
,,,,,a,
,,,,,a,
,,,,,a,
0016000001A3Hbj,johncascio,07-05-2015,Initial Meeting,Morrison Residence,a,"met with carol. she is looking to have all new landscape installed around her home and garage. current plantings are overgrown, outdated, hard to maintain, and just out-of-control. wants to save the two apple trees. the pond needs to go; too hard to maintain year-to-year. However, the barn stone has a lot of sentimental value; so, she would like to incorporate the stone somehow. Goals: to have new landscape that is easier to maintain; and also to find a company she can rely on to follow up with her to maintain the landscape on a year-to-year basis. Timing: spring 2015 budget: $10k"
,,,,,a,
,,,,,a,
,,,,,a,
0016000001A2FNC,johncascio,29-04-2015,Initial Meeting,Jorden & White Law Firm,a,talked with bill. initially contacted us last year for mowing and spring cleanup. decided to manage his property himself. too busy to do it on his own. would like us to review the numbers we quoted last year to see if they are still good. Timing: spring 2015 budget: 2700
,,,,,a,
,,,,,a,
0016000001A2Dvo,johncascio,28-04-2015,Initial Meeting,"Shontz Residence, Ed",a,"met with Ed. met ed and patty at the fair last year. They recently bought a cabin in the woods. making improvements to it with the hopes of eventually settling into it as their primary residence. They have 3 phases of projects they would like to attack over the course of the next two years. 1. steps leading into the front porch. 2. building an outdoor fireplace; but, using the burning area as a gas grill area. 3. Installing an outdoor patio in the back section of the property that extends from the back porch (approximately 300 sq ft of patio). they would like to accomplish phase 1 this spring. timing: spring 2015 budget: phase one budget is $3-5k"
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
0016000001A27DY,johncascio,28-04-2015,Initial Meeting,Pennsylvania Historical & Museum Commission,a,"Met with Bryan. He took over this position a little over a year ago. The place was a mess, and he was tasked at cleaning it up and making it more appealing forall of those who visit this historic site. over 50,000 people visit this place on a yearly basis; and bryan hates the way the entrance looks and has now decided to do something about it. NEEDS/WANTS: dress up the historic house at the entrance because its the first thing people see when they drive in. open to ideas; and will pay to see a design. also, looking to have drainage installed in front of house... contractor started it last year, but never finished it. Timing: spring 2015 budget: $6k"
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
0016000001A1les,johncascio,22-04-2015,Initial Meeting,"Raceway, Franklin",a,met with chad. they recently bought the racetrack and are looking to dress up the winner's circle/lane. all shrubs and trees are outdated and overgrown. looking to make it more appealing. on pace to start racing on May 17 of this year. looking for ideas for low maintenance beds. Timing: May 17 deadline Budget: $3k
,,,,,a,
,,,,,a,
0016000000sxXcc,johncascio,22-04-2015,Initial Meeting,Martin Residence,a,"wayne looking to have weekly mowing, spring clean-up without mulch, and fall leaf clean-up. needs someone reliable, because he is not home very often; and he wants someone he can trust. timing spring 2015 Budget: $6k"
,,,,,a,
,,,,,a,
,,,,,a,
0016000001A1lp6,johncascio,21-04-2015,Initial Meeting,"Warren Residence, Bill",a,"Met with Bill Warren. Looking to have a section of his existing wall rebuilt. The section that extends from walkway to house is starting to lean, and needs rebuilt. would like to re-use existing block so that he can keep it matched with the rest of his existing hardscape. Curtis examined the area and says the existing block can be re-used. Bill is looking to sell his home in a year or so; and would like to fix all areas of his home for easier re-sell. Timing: spring/summer 2015 Budget:$2k"
,,,,,a,
,,,,,a,
0016000000oBC9d,johncascio,17-04-2015,Concept Verification,UPMC NW,a,Met with dick. Reviewed and confirmed the areas that will be brush-hogged and mowed. Need bids ASAP!!!
,,,,,a,
0016000000oBC9d,johncascio,17-04-2015,Proposal,UPMC NW,a,Met with Dick Snyder to review the healing garden project... Really likes the design... Getting bids from kings and Wilcox. Reviewing all proposals next week... Hoping to make decision within 2 weeks.
0016000001A1lEg,johncascio,16-04-2015,Initial Meeting,"Nelson Residence, Bill",a,met with Bill and his wife. They are looking to have a patio and fire pit installed into their back yard. Currently have a concrete pad out their back door; but it is too small for them to entertain at all. They would like to extend it over and approximately double it in size. They prefer pavers over concrete. they have been in the home for about a year and a half; and this is the next phase of getting their home the way they want it. Timing: spring/summer 2015 budget: $8-10k
,,,,,a,
,,,,,a,
0016000001A1U1p,johncascio,16-04-2015,Concept Verification,Aldrete,a,"Met with Susan & Hank... Walked the property to review SOW they'd like done... Also prioritized the list to potentially complete all of the work in phases. Phase 1: landscaping to include new beds in back section of property, front, and side; remove a few trees and replace with dogwoods, remove old shrubs and replace with new ones; add ornamental grasses on east side of home to create a backdrop look; remove one stump; remove Alberta spruces in front and replace with japonicas. Phase 2: build new wrap around porch in lower level in back that extends from existing patio. Porch will need vinyl railings to match existing ones, with the exception of having flat upper rails so he can place his drink on it. Also will need steps and two man gates. Would like the porch to match material of existing upper porch. Phase 3: install dry decking to existing balcony porch. Phase 4: install new patio in front portion of home."
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
